=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.01.23 11:33:07 =~=~=~=~=~=~=~=~=~=~=~=,,,,,
IR,Red,(approx. 2 minutes of readings),,,"(test data only, data filtering/amplification may need tweaking)"
67248,72722,,,,
67257,72746,,,,
67242,72754,,,,
67264,72766,,,,
67257,72773,,,,
67262,72762,,,,
67285,72769,,,,
67270,72760,,,,
67276,72773,,,,
67270,72761,,,,
67289,72768,,,,
67281,72778,,,,
67280,72791,,,,
67309,72761,,,,
67284,72794,,,,
67280,72791,,,,
67291,72776,,,,
67275,72776,,,,
67294,72747,,,,
67285,72778,,,,
67275,72759,,,,
67285,72755,,,,
67254,72773,,,,
67273,72780,,,,
67275,72809,,,,
67278,72812,,,,
67303,72799,,,,
67307,72794,,,,
67292,72791,,,,
67288,72815,,,,
67296,72803,,,,
67292,72812,,,,
67285,72817,,,,
67289,72786,,,,
67275,72780,,,,
67278,72792,,,,
67292,72800,,,,
67295,72815,,,,
67298,72809,,,,
67272,72804,,,,
67290,72812,,,,
67281,72828,,,,
67307,72832,,,,
67274,72842,,,,
67300,72840,,,,
67304,72851,,,,
67290,72864,,,,
67300,72834,,,,
67310,72809,,,,
67297,72816,,,,
67308,72843,,,,
67306,72823,,,,
67318,72825,,,,
67303,72824,,,,
67297,72836,,,,
67303,72832,,,,
67312,72810,,,,
67289,72857,,,,
67303,72854,,,,
67276,72870,,,,
67307,72869,,,,
67306,72880,,,,
67314,72855,,,,
67326,72863,,,,
67335,72865,,,,
67321,72858,,,,
67308,72855,,,,
67317,72881,,,,
67311,72847,,,,
67312,72869,,,,
67308,72862,,,,
67316,72881,,,,
67320,72877,,,,
67310,72869,,,,
67300,72864,,,,
67287,72858,,,,
67306,72881,,,,
67315,72887,,,,
67282,72879,,,,
67303,72885,,,,
67310,72892,,,,
67309,72881,,,,
67314,72878,,,,
67324,72879,,,,
67307,72863,,,,
67310,72818,,,,
67299,72846,,,,
67312,72817,,,,
67270,72794,,,,
67286,72804,,,,
67277,72785,,,,
67274,72761,,,,
67277,72760,,,,
67265,72756,,,,
67263,72759,,,,
67252,72766,,,,
67244,72739,,,,
67247,72737,,,,
67257,72685,,,,
67254,72706,,,,
67262,72683,,,,
67227,72674,,,,
67222,72663,,,,
67212,72630,,,,
67212,72635,,,,
67212,72618,,,,
67198,72632,,,,
67202,72614,,,,
67196,72613,,,,
67189,72595,,,,
67177,72595,,,,
67181,72567,,,,
67192,72575,,,,
67193,72561,,,,
67197,72579,,,,
67187,72556,,,,
67183,72586,,,,
67200,72555,,,,
67211,72545,,,,
67208,72536,,,,
67193,72539,,,,
67172,72563,,,,
67170,72542,,,,
67191,72542,,,,
67187,72531,,,,
67191,72523,,,,
67172,72522,,,,
67183,72530,,,,
67185,72523,,,,
67157,72522,,,,
67156,72546,,,,
67180,72543,,,,
67177,72547,,,,
67187,72565,,,,
67188,72545,,,,
67170,72568,,,,
67179,72555,,,,
67187,72545,,,,
67185,72535,,,,
67188,72544,,,,
67202,72538,,,,
67199,72554,,,,
67186,72536,,,,
67191,72529,,,,
67174,72535,,,,
67175,72531,,,,
67180,72527,,,,
67190,72548,,,,
67197,72526,,,,
67177,72539,,,,
67166,72535,,,,
67170,72551,,,,
67171,72546,,,,
67176,72553,,,,
67176,72550,,,,
67179,72561,,,,
67183,72549,,,,
67181,72556,,,,
67192,72549,,,,
67207,72562,,,,
67185,72526,,,,
67205,72560,,,,
67193,72537,,,,
67192,72530,,,,
67195,72529,,,,
67175,72555,,,,
67183,72529,,,,
67182,72554,,,,
67163,72516,,,,
67178,72534,,,,
67169,72528,,,,
67166,72527,,,,
67168,72518,,,,
67184,72542,,,,
67183,72544,,,,
67156,72562,,,,
67185,72574,,,,
67204,72566,,,,
67174,72584,,,,
67198,72581,,,,
67193,72566,,,,
67200,72537,,,,
67189,72538,,,,
67195,72556,,,,
67197,72539,,,,
67197,72567,,,,
67203,72562,,,,
67183,72559,,,,
67198,72555,,,,
67182,72569,,,,
67170,72549,,,,
67199,72531,,,,
67175,72552,,,,
67185,72556,,,,
67166,72572,,,,
67172,72561,,,,
67198,72584,,,,
67187,72566,,,,
67165,72572,,,,
67177,72588,,,,
67199,72562,,,,
67185,72577,,,,
67178,72565,,,,
67214,72583,,,,
67206,72588,,,,
67205,72572,,,,
67197,72566,,,,
67189,72566,,,,
67180,72566,,,,
67173,72557,,,,
67201,72566,,,,
67179,72574,,,,
67174,72564,,,,
67199,72580,,,,
67205,72560,,,,
67184,72551,,,,
67182,72573,,,,
67187,72573,,,,
67195,72578,,,,
67173,72606,,,,
67181,72590,,,,
67191,72587,,,,
67186,72604,,,,
67190,72595,,,,
67185,72589,,,,
67217,72587,,,,
67203,72578,,,,
67199,72586,,,,
67224,72580,,,,
67197,72594,,,,
67184,72578,,,,
67189,72586,,,,
67205,72584,,,,
67182,72575,,,,
67192,72589,,,,
67184,72554,,,,
67176,72573,,,,
67195,72592,,,,
67184,72589,,,,
67176,72589,,,,
67196,72606,,,,
67195,72603,,,,
67190,72620,,,,
67204,72587,,,,
67213,72615,,,,
67202,72602,,,,
67214,72578,,,,
67206,72612,,,,
67223,72597,,,,
67230,72624,,,,
67201,72599,,,,
67202,72601,,,,
67196,72592,,,,
67195,72603,,,,
67199,72586,,,,
67196,72601,,,,
67185,72575,,,,
67199,72597,,,,
67205,72619,,,,
67192,72636,,,,
67196,72630,,,,
67214,72628,,,,
67208,72629,,,,
67210,72619,,,,
67209,72622,,,,
67211,72632,,,,
67215,72647,,,,
67210,72623,,,,
67204,72624,,,,
67221,72634,,,,
67209,72626,,,,
67208,72630,,,,
67207,72642,,,,
67216,72586,,,,
67192,72620,,,,
67200,72610,,,,
67191,72623,,,,
67194,72635,,,,
67194,72623,,,,
67212,72629,,,,
67195,72641,,,,
67211,72645,,,,
67203,72638,,,,
67201,72655,,,,
67219,72650,,,,
67231,72663,,,,
67229,72650,,,,
67229,72644,,,,
67246,72644,,,,
67227,72664,,,,
67218,72654,,,,
67221,72666,,,,
67228,72646,,,,
67223,72668,,,,
67214,72660,,,,
67217,72660,,,,
67221,72667,,,,
67215,72657,,,,
67218,72676,,,,
67229,72656,,,,
67214,72671,,,,
67209,72681,,,,
67223,72684,,,,
67213,72695,,,,
67225,72703,,,,
67252,72698,,,,
67239,72715,,,,
67238,72679,,,,
67237,72710,,,,
67240,72688,,,,
67262,72686,,,,
67239,72705,,,,
67237,72684,,,,
67226,72692,,,,
67237,72672,,,,
67221,72680,,,,
67229,72699,,,,
67219,72704,,,,
67231,72711,,,,
67213,72711,,,,
67227,72729,,,,
67222,72739,,,,
67254,72738,,,,
67239,72738,,,,
67247,72738,,,,
67240,72732,,,,
67255,72725,,,,
67251,72734,,,,
67262,72705,,,,
67268,72712,,,,
67250,72712,,,,
67252,72738,,,,
67241,72732,,,,
67233,72730,,,,
67236,72711,,,,
67257,72708,,,,
67238,72735,,,,
67235,72733,,,,
67252,72740,,,,
67223,72751,,,,
67253,72744,,,,
67252,72743,,,,
67258,72768,,,,
67260,72766,,,,
67275,72751,,,,
67262,72748,,,,
67265,72729,,,,
67249,72753,,,,
67254,72752,,,,
67253,72751,,,,
67259,72764,,,,
67274,72764,,,,
67252,72758,,,,
67262,72759,,,,
67239,72759,,,,
67251,72765,,,,
67240,72770,,,,
67250,72753,,,,
67242,72765,,,,
67257,72777,,,,
67253,72785,,,,
67259,72787,,,,
67259,72787,,,,
67251,72791,,,,
67250,72794,,,,
67258,72801,,,,
67254,72801,,,,
67277,72803,,,,
67273,72787,,,,
67277,72799,,,,
67266,72783,,,,
67275,72789,,,,
67252,72785,,,,
67280,72793,,,,
67256,72796,,,,
67252,72778,,,,
67269,72781,,,,
67263,72819,,,,
67265,72798,,,,
67276,72788,,,,
67274,72800,,,,
67250,72814,,,,
67259,72804,,,,
67237,72822,,,,
67264,72820,,,,
67264,72830,,,,
67284,72831,,,,
67268,72835,,,,
67284,72834,,,,
67262,72825,,,,
67299,72817,,,,
67280,72828,,,,
67287,72821,,,,
67252,72829,,,,
67276,72808,,,,
67280,72831,,,,
67263,72828,,,,
67267,72820,,,,
67308,72833,,,,
67278,72829,,,,
67273,72823,,,,
67277,72839,,,,
67282,72851,,,,
67267,72844,,,,
67268,72861,,,,
67271,72861,,,,
67292,72882,,,,
67299,72863,,,,
67276,72874,,,,
67300,72854,,,,
67286,72874,,,,
67297,72855,,,,
67311,72858,,,,
67285,72855,,,,
67299,72867,,,,
67296,72852,,,,
67287,72868,,,,
67293,72871,,,,
67302,72866,,,,
67275,72849,,,,
67271,72861,,,,
67273,72869,,,,
67282,72878,,,,
67274,72892,,,,
67302,72885,,,,
67286,72894,,,,
67288,72894,,,,
67287,72891,,,,
67301,72902,,,,
67302,72911,,,,
67308,72918,,,,
67306,72890,,,,
67316,72899,,,,
67331,72914,,,,
67312,72898,,,,
67325,72935,,,,
67319,72896,,,,
67317,72913,,,,
67298,72910,,,,
67308,72899,,,,
67318,72909,,,,
67278,72905,,,,
67308,72892,,,,
67284,72876,,,,
67318,72903,,,,
67289,72918,,,,
67288,72910,,,,
67286,72905,,,,
67287,72901,,,,
67291,72874,,,,
67285,72887,,,,
67286,72864,,,,
67276,72867,,,,
67278,72835,,,,
67293,72828,,,,
67276,72815,,,,
67300,72798,,,,
67265,72791,,,,
67253,72769,,,,
67257,72756,,,,
67242,72746,,,,
67233,72702,,,,
67221,72717,,,,
67206,72680,,,,
67218,72673,,,,
67219,72682,,,,
67207,72650,,,,
67198,72645,,,,
67200,72633,,,,
67201,72645,,,,
67173,72655,,,,
67177,72634,,,,
67197,72646,,,,
67177,72623,,,,
67190,72623,,,,
67195,72612,,,,
67191,72619,,,,
67205,72594,,,,
67194,72570,,,,
67202,72574,,,,
67209,72572,,,,
67197,72571,,,,
67182,72573,,,,
67184,72565,,,,
67187,72576,,,,
67181,72567,,,,
67170,72567,,,,
67156,72533,,,,
67171,72559,,,,
67159,72544,,,,
67165,72582,,,,
67176,72550,,,,
67156,72574,,,,
67156,72567,,,,
67173,72584,,,,
67180,72561,,,,
67178,72579,,,,
67191,72561,,,,
67183,72560,,,,
67167,72573,,,,
67194,72576,,,,
67173,72537,,,,
67202,72582,,,,
67180,72560,,,,
67171,72587,,,,
67195,72568,,,,
67199,72572,,,,
67173,72553,,,,
67169,72544,,,,
67166,72531,,,,
67171,72571,,,,
67176,72571,,,,
67174,72557,,,,
67175,72598,,,,
67168,72585,,,,
67169,72609,,,,
67181,72585,,,,
67150,72599,,,,
67186,72586,,,,
67179,72579,,,,
67184,72584,,,,
67174,72583,,,,
67205,72577,,,,
67193,72584,,,,
67200,72587,,,,
67183,72585,,,,
67163,72585,,,,
67161,72563,,,,
67152,72570,,,,
67181,72565,,,,
67180,72573,,,,
67191,72567,,,,
67174,72607,,,,
67175,72584,,,,
67183,72587,,,,
67174,72587,,,,
67176,72592,,,,
67179,72594,,,,
67176,72613,,,,
67198,72607,,,,
67186,72620,,,,
67175,72604,,,,
67185,72595,,,,
67199,72595,,,,
67194,72594,,,,
67171,72592,,,,
67171,72585,,,,
67177,72577,,,,
67170,72602,,,,
67183,72605,,,,
67171,72599,,,,
67189,72601,,,,
67168,72601,,,,
67183,72582,,,,
67170,72613,,,,
67182,72595,,,,
67180,72629,,,,
67178,72612,,,,
67191,72629,,,,
67186,72639,,,,
67181,72626,,,,
67176,72617,,,,
67185,72651,,,,
67185,72620,,,,
67202,72624,,,,
67205,72620,,,,
67194,72630,,,,
67205,72602,,,,
67182,72623,,,,
67179,72613,,,,
67194,72610,,,,
67197,72603,,,,
67192,72603,,,,
67192,72615,,,,
67194,72612,,,,
67179,72599,,,,
67182,72608,,,,
67172,72616,,,,
67175,72646,,,,
67165,72632,,,,
67186,72619,,,,
67170,72629,,,,
67179,72621,,,,
67194,72626,,,,
67206,72640,,,,
67181,72648,,,,
67220,72614,,,,
67214,72615,,,,
67199,72621,,,,
67188,72616,,,,
67188,72620,,,,
67186,72601,,,,
67199,72628,,,,
67186,72606,,,,
67193,72597,,,,
67203,72628,,,,
67183,72626,,,,
67195,72629,,,,
67182,72625,,,,
67205,72645,,,,
67202,72626,,,,
67198,72630,,,,
67207,72624,,,,
67197,72617,,,,
67207,72656,,,,
67205,72652,,,,
67202,72640,,,,
67204,72635,,,,
67193,72629,,,,
67174,72622,,,,
67190,72625,,,,
67192,72639,,,,
67193,72624,,,,
67205,72621,,,,
67201,72633,,,,
67180,72628,,,,
67201,72644,,,,
67188,72642,,,,
67186,72643,,,,
67182,72638,,,,
67184,72652,,,,
67177,72661,,,,
67189,72660,,,,
67202,72687,,,,
67215,72649,,,,
67200,72635,,,,
67220,72650,,,,
67207,72650,,,,
67208,72673,,,,
67204,72659,,,,
67223,72677,,,,
67218,72665,,,,
67191,72669,,,,
67212,72667,,,,
67221,72666,,,,
67225,72657,,,,
67198,72658,,,,
67207,72661,,,,
67191,72698,,,,
67219,72680,,,,
67209,72693,,,,
67213,72701,,,,
67207,72708,,,,
67195,72695,,,,
67207,72704,,,,
67220,72698,,,,
67241,72711,,,,
67220,72703,,,,
67227,72699,,,,
67223,72694,,,,
67226,72706,,,,
67222,72691,,,,
67233,72712,,,,
67225,72690,,,,
67222,72711,,,,
67202,72709,,,,
67217,72729,,,,
67209,72726,,,,
67234,72739,,,,
67221,72721,,,,
67239,72726,,,,
67238,72728,,,,
67237,72719,,,,
67224,72728,,,,
67248,72729,,,,
67228,72736,,,,
67241,72707,,,,
67201,72720,,,,
67231,72714,,,,
67236,72702,,,,
67220,72730,,,,
67222,72726,,,,
67218,72757,,,,
67234,72730,,,,
67227,72758,,,,
67218,72751,,,,
67226,72762,,,,
67229,72764,,,,
67237,72770,,,,
67242,72767,,,,
67243,72756,,,,
67237,72734,,,,
67231,72746,,,,
67245,72765,,,,
67237,72771,,,,
67236,72771,,,,
67232,72765,,,,
67237,72739,,,,
67229,72764,,,,
67244,72767,,,,
67236,72761,,,,
67231,72760,,,,
67233,72776,,,,
67236,72777,,,,
67243,72812,,,,
67232,72791,,,,
67237,72805,,,,
67259,72800,,,,
67258,72811,,,,
67262,72807,,,,
67277,72792,,,,
67264,72792,,,,
67253,72794,,,,
67263,72802,,,,
67274,72816,,,,
67250,72831,,,,
67244,72808,,,,
67267,72805,,,,
67244,72788,,,,
67252,72794,,,,
67227,72811,,,,
67249,72811,,,,
67250,72838,,,,
67250,72826,,,,
67250,72822,,,,
67262,72828,,,,
67278,72828,,,,
67276,72834,,,,
67265,72822,,,,
67275,72841,,,,
67277,72826,,,,
67280,72815,,,,
67278,72820,,,,
67256,72836,,,,
67263,72836,,,,
67258,72839,,,,
67266,72821,,,,
67269,72833,,,,
67265,72846,,,,
67260,72835,,,,
67266,72833,,,,
67262,72831,,,,
67262,72841,,,,
67268,72857,,,,
67262,72866,,,,
67260,72865,,,,
67284,72877,,,,
67271,72865,,,,
67275,72853,,,,
67280,72869,,,,
67279,72857,,,,
67291,72870,,,,
67277,72850,,,,
67247,72849,,,,
67267,72869,,,,
67280,72872,,,,
67256,72856,,,,
67272,72848,,,,
67271,72874,,,,
67281,72901,,,,
67262,72882,,,,
67252,72899,,,,
67300,72909,,,,
67265,72892,,,,
67282,72896,,,,
67280,72879,,,,
67288,72893,,,,
67296,72889,,,,
67308,72872,,,,
67315,72897,,,,
67303,72892,,,,
67287,72900,,,,
67311,72913,,,,
67304,72893,,,,
67273,72891,,,,
67306,72894,,,,
67281,72906,,,,
67289,72901,,,,
67278,72927,,,,
67280,72900,,,,
67279,72914,,,,
67275,72917,,,,
67290,72930,,,,
67307,72939,,,,
67291,72893,,,,
67310,72919,,,,
67312,72922,,,,
67297,72921,,,,
67282,72919,,,,
67311,72910,,,,
67301,72925,,,,
67293,72927,,,,
67294,72917,,,,
67297,72903,,,,
67288,72902,,,,
67302,72911,,,,
67270,72887,,,,
67280,72888,,,,
67276,72893,,,,
67263,72902,,,,
67271,72880,,,,
67275,72874,,,,
67277,72873,,,,
67271,72863,,,,
67270,72855,,,,
67259,72844,,,,
67266,72822,,,,
67259,72784,,,,
67253,72784,,,,
67250,72781,,,,
67219,72746,,,,
67239,72750,,,,
67219,72718,,,,
67197,72699,,,,
67220,72707,,,,
67206,72698,,,,
67206,72693,,,,
67203,72683,,,,
67198,72673,,,,
67193,72657,,,,
67195,72671,,,,
67174,72654,,,,
67183,72637,,,,
67156,72632,,,,
67184,72638,,,,
67173,72641,,,,
67167,72630,,,,
67186,72617,,,,
67185,72613,,,,
67183,72597,,,,
67171,72605,,,,
67176,72600,,,,
67198,72579,,,,
67174,72594,,,,
67170,72573,,,,
67156,72571,,,,
67155,72591,,,,
67161,72572,,,,
67165,72580,,,,
67165,72561,,,,
67163,72556,,,,
67167,72571,,,,
67164,72575,,,,
67157,72598,,,,
67161,72586,,,,
67145,72586,,,,
67178,72587,,,,
67173,72607,,,,
67166,72594,,,,
67180,72595,,,,
67165,72573,,,,
67159,72570,,,,
67171,72585,,,,
67178,72573,,,,
67182,72588,,,,
67180,72583,,,,
67182,72581,,,,
67160,72593,,,,
67166,72584,,,,
67160,72577,,,,
67153,72589,,,,
67164,72573,,,,
67154,72588,,,,
67175,72586,,,,
67169,72589,,,,
67170,72584,,,,
67162,72570,,,,
67164,72588,,,,
67174,72603,,,,
67157,72606,,,,
67148,72615,,,,
67165,72622,,,,
67179,72622,,,,
67188,72596,,,,
67186,72601,,,,
67187,72585,,,,
67177,72580,,,,
67179,72602,,,,
67153,72598,,,,
67147,72582,,,,
67165,72591,,,,
67161,72598,,,,
67160,72586,,,,
67165,72596,,,,
67169,72583,,,,
67164,72591,,,,
67167,72574,,,,
67165,72584,,,,
67169,72569,,,,
67178,72604,,,,
67159,72608,,,,
67170,72607,,,,
67154,72624,,,,
67171,72624,,,,
67161,72633,,,,
67176,72616,,,,
67184,72633,,,,
67185,72653,,,,
67178,72611,,,,
67207,72637,,,,
67179,72630,,,,
67191,72622,,,,
67196,72616,,,,
67201,72625,,,,
67185,72634,,,,
67185,72634,,,,
67178,72600,,,,
67197,72623,,,,
67198,72649,,,,
67173,72626,,,,
67166,72613,,,,
67173,72605,,,,
67186,72630,,,,
67181,72623,,,,
67181,72626,,,,
67169,72625,,,,
67178,72638,,,,
67181,72640,,,,
67153,72626,,,,
67173,72640,,,,
67196,72652,,,,
67199,72651,,,,
67194,72653,,,,
67202,72650,,,,
67216,72637,,,,
67196,72649,,,,
67204,72634,,,,
67197,72633,,,,
67187,72636,,,,
67204,72629,,,,
67190,72645,,,,
67171,72643,,,,
67179,72621,,,,
67174,72628,,,,
67187,72631,,,,
67177,72641,,,,
67197,72625,,,,
67197,72628,,,,
67180,72640,,,,
67178,72637,,,,
67203,72646,,,,
67183,72647,,,,
67185,72650,,,,
67183,72644,,,,
67188,72639,,,,
67185,72648,,,,
67199,72631,,,,
67192,72652,,,,
67185,72633,,,,
67204,72649,,,,
67190,72634,,,,
67181,72650,,,,
67185,72618,,,,
67192,72642,,,,
67198,72645,,,,
67191,72659,,,,
67198,72648,,,,
67201,72649,,,,
67198,72660,,,,
67200,72639,,,,
67195,72651,,,,
67200,72642,,,,
67184,72682,,,,
67178,72666,,,,
67189,72663,,,,
67174,72676,,,,
67185,72668,,,,
67190,72666,,,,
67197,72662,,,,
67210,72668,,,,
67216,72662,,,,
67211,72671,,,,
67211,72683,,,,
67188,72684,,,,
67205,72674,,,,
67187,72661,,,,
67209,72680,,,,
67197,72676,,,,
67192,72689,,,,
67188,72685,,,,
67210,72697,,,,
67191,72707,,,,
67181,72708,,,,
67204,72708,,,,
67199,72720,,,,
67193,72702,,,,
67207,72721,,,,
67213,72701,,,,
67245,72712,,,,
67233,72677,,,,
67241,72698,,,,
67217,72707,,,,
67225,72703,,,,
67210,72709,,,,
67225,72705,,,,
67202,72711,,,,
67214,72708,,,,
67197,72676,,,,
67213,72723,,,,
67214,72704,,,,
67222,72710,,,,
67212,72716,,,,
67207,72733,,,,
67219,72727,,,,
67217,72735,,,,
67213,72721,,,,
67233,72742,,,,
67215,72719,,,,
67242,72731,,,,
67231,72751,,,,
67214,72742,,,,
67201,72727,,,,
67210,72720,,,,
67219,72728,,,,
67213,72728,,,,
67208,72744,,,,
67229,72741,,,,
67218,72756,,,,
67232,72745,,,,
67213,72757,,,,
67226,72771,,,,
67215,72772,,,,
67238,72774,,,,
67257,72767,,,,
67219,72778,,,,
67242,72739,,,,
67252,72765,,,,
67243,72757,,,,
67268,72757,,,,
67230,72773,,,,
67226,72758,,,,
67226,72771,,,,
67226,72771,,,,
67232,72765,,,,
67237,72761,,,,
67225,72756,,,,
67217,72808,,,,
67228,72782,,,,
67239,72798,,,,
67237,72794,,,,
67248,72798,,,,
67260,72797,,,,
67246,72801,,,,
67264,72792,,,,
67262,72787,,,,
67258,72794,,,,
67256,72816,,,,
67260,72801,,,,
67250,72792,,,,
67252,72798,,,,
67243,72816,,,,
67240,72805,,,,
67254,72797,,,,
67248,72788,,,,
67242,72799,,,,
67238,72798,,,,
67243,72804,,,,
67234,72811,,,,
67245,72826,,,,
67235,72835,,,,
67233,72828,,,,
67222,72834,,,,
67248,72846,,,,
67255,72843,,,,
67261,72814,,,,
67270,72831,,,,
67263,72827,,,,
67248,72850,,,,
67229,72818,,,,
67263,72835,,,,
67262,72827,,,,
67245,72839,,,,
67252,72838,,,,
67255,72839,,,,
67259,72865,,,,
67263,72855,,,,
67254,72851,,,,
67233,72879,,,,
67247,72864,,,,
67261,72878,,,,
67247,72877,,,,
67287,72880,,,,
67283,72863,,,,
67280,72869,,,,
67265,72864,,,,
67272,72857,,,,
67285,72856,,,,
67272,72861,,,,
67268,72870,,,,
67255,72869,,,,
67261,72867,,,,
67262,72864,,,,
67262,72873,,,,
67258,72869,,,,
67246,72866,,,,
67255,72874,,,,
67253,72889,,,,
67268,72903,,,,
67253,72895,,,,
67268,72891,,,,
67275,72880,,,,
67275,72899,,,,
67290,72898,,,,
67282,72898,,,,
67303,72895,,,,
67289,72893,,,,
67281,72909,,,,
67280,72896,,,,
67269,72906,,,,
67278,72892,,,,
67244,72881,,,,
67272,72889,,,,
67270,72899,,,,
67282,72901,,,,
67282,72900,,,,
67285,72916,,,,
67256,72914,,,,
67271,72927,,,,
67271,72926,,,,
67284,72938,,,,
67277,72948,,,,
67269,72951,,,,
67291,72921,,,,
67308,72937,,,,
67319,72928,,,,
67294,72920,,,,
67289,72935,,,,
67283,72911,,,,
67293,72936,,,,
67311,72926,,,,
67291,72936,,,,
67289,72937,,,,
67294,72917,,,,
67306,72925,,,,
67291,72942,,,,
67295,72930,,,,
67293,72966,,,,
67280,72955,,,,
67281,72941,,,,
67277,72959,,,,
67294,72962,,,,
67278,72977,,,,
67285,72980,,,,
67304,72975,,,,
67287,72937,,,,
67307,72958,,,,
67323,72936,,,,
67306,72932,,,,
67279,72896,,,,
67275,72907,,,,
67274,72881,,,,
67268,72882,,,,
67267,72886,,,,
67246,72860,,,,
67249,72849,,,,
67249,72842,,,,
67232,72852,,,,
67230,72824,,,,
67209,72811,,,,
67220,72798,,,,
67193,72798,,,,
67225,72768,,,,
67222,72739,,,,
67203,72756,,,,
67223,72719,,,,
67218,72710,,,,
67201,72707,,,,
67183,72705,,,,
67194,72680,,,,
67192,72682,,,,
67170,72670,,,,
67180,72683,,,,
67166,72646,,,,
67159,72634,,,,
67154,72647,,,,
67168,72639,,,,
67153,72621,,,,
67164,72639,,,,
67168,72638,,,,
67158,72620,,,,
67171,72622,,,,
67151,72638,,,,
67152,72617,,,,
67141,72606,,,,
67148,72614,,,,
67163,72620,,,,
67151,72602,,,,
67150,72596,,,,
67148,72606,,,,
67164,72629,,,,
67151,72615,,,,
67170,72597,,,,
67172,72601,,,,
67180,72603,,,,
67147,72604,,,,
67163,72607,,,,
67168,72609,,,,
67157,72590,,,,
67137,72617,,,,
67162,72589,,,,
67141,72622,,,,
67140,72600,,,,
67143,72626,,,,
67158,72619,,,,
67156,72606,,,,
67125,72614,,,,
67151,72618,,,,
67154,72625,,,,
67159,72617,,,,
67167,72612,,,,
67167,72621,,,,
67175,72611,,,,
67189,72615,,,,
67183,72595,,,,
67186,72618,,,,
67178,72623,,,,
67134,72620,,,,
67151,72623,,,,
67155,72604,,,,
67159,72613,,,,
67169,72615,,,,
67167,72620,,,,
67156,72605,,,,
67151,72597,,,,
67163,72596,,,,
67155,72616,,,,
67163,72610,,,,
67168,72620,,,,
67168,72606,,,,
67150,72627,,,,
67160,72620,,,,
67146,72645,,,,
67170,72623,,,,
67165,72639,,,,
67150,72633,,,,
67164,72630,,,,
67163,72608,,,,
67175,72611,,,,
67177,72618,,,,
67177,72625,,,,
67154,72600,,,,
67176,72638,,,,
67165,72620,,,,
67165,72624,,,,
67156,72617,,,,
67177,72617,,,,
67173,72615,,,,
67174,72623,,,,
67170,72616,,,,
67173,72617,,,,
67167,72651,,,,
67148,72629,,,,
67152,72637,,,,
67172,72633,,,,
67154,72647,,,,
67156,72646,,,,
67162,72650,,,,
67159,72654,,,,
67165,72647,,,,
67165,72647,,,,
67170,72658,,,,
67174,72660,,,,
67189,72651,,,,
67188,72661,,,,
67181,72650,,,,
67175,72666,,,,
67170,72652,,,,
67168,72631,,,,
67187,72664,,,,
67180,72658,,,,
67177,72645,,,,
67173,72653,,,,
67184,72659,,,,
67170,72631,,,,
67160,72656,,,,
67167,72660,,,,
67158,72684,,,,
67147,72656,,,,
67162,72678,,,,
67149,72680,,,,
67164,72694,,,,
67187,72683,,,,
67183,72666,,,,
67197,72663,,,,
67178,72654,,,,
67190,72643,,,,
67192,72672,,,,
67189,72666,,,,
67188,72653,,,,
67177,72653,,,,
67180,72650,,,,
67180,72658,,,,
67167,72662,,,,
67162,72656,,,,
67184,72666,,,,
67179,72661,,,,
67181,72671,,,,
67161,72677,,,,
67171,72668,,,,
67175,72682,,,,
67178,72684,,,,
67178,72686,,,,
67195,72692,,,,
67176,72692,,,,
67175,72673,,,,
67172,72682,,,,
67186,72642,,,,
67182,72671,,,,
67189,72677,,,,
67188,72674,,,,
67192,72683,,,,
67177,72696,,,,
67179,72673,,,,
67175,72682,,,,
67183,72688,,,,
67185,72681,,,,
67194,72708,,,,
67185,72676,,,,
67176,72669,,,,
67183,72687,,,,
67179,72706,,,,
67173,72691,,,,
67184,72698,,,,
67172,72701,,,,
67191,72703,,,,
67192,72717,,,,
67205,72722,,,,
67203,72732,,,,
67216,72714,,,,
67204,72713,,,,
67208,72714,,,,
67198,72716,,,,
67187,72699,,,,
67188,72711,,,,
67215,72716,,,,
67202,72718,,,,
67194,72719,,,,
67197,72720,,,,
67184,72691,,,,
67208,72709,,,,
67194,72727,,,,
67193,72726,,,,
67190,72744,,,,
67180,72741,,,,
67185,72781,,,,
67187,72747,,,,
67200,72750,,,,
67188,72753,,,,
67214,72743,,,,
67200,72743,,,,
67221,72745,,,,
67193,72750,,,,
67223,72735,,,,
67206,72720,,,,
67214,72749,,,,
67216,72747,,,,
67227,72744,,,,
67205,72740,,,,
67197,72752,,,,
67223,72751,,,,
67201,72748,,,,
67216,72763,,,,
67207,72779,,,,
67206,72750,,,,
67213,72770,,,,
67198,72786,,,,
67226,72791,,,,
67232,72783,,,,
67234,72777,,,,
67232,72761,,,,
67215,72761,,,,
67216,72788,,,,
67209,72756,,,,
67217,72776,,,,
67211,72785,,,,
67227,72776,,,,
67206,72771,,,,
67220,72755,,,,
67220,72774,,,,
67223,72788,,,,
67234,72796,,,,
67213,72782,,,,
67212,72805,,,,
67233,72817,,,,
67225,72802,,,,
67227,72813,,,,
67240,72824,,,,
67219,72829,,,,
67221,72822,,,,
67224,72821,,,,
67237,72835,,,,
67235,72805,,,,
67232,72806,,,,
67234,72807,,,,
67225,72809,,,,
67220,72819,,,,
67239,72817,,,,
67236,72797,,,,
