=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.01.23 11:33:07 =~=~=~=~=~=~=~=~=~=~=~=,,,,,
IR,Red,(approx. 2 minutes of readings),,,"(test data only, data filtering/amplification may need tweaking)"
67073,72674,,,,
67076,72701,,,,
67075,72680,,,,
67069,72693,,,,
67059,72687,,,,
67040,72687,,,,
67047,72702,,,,
67054,72681,,,,
67068,72689,,,,
67061,72708,,,,
67056,72686,,,,
67048,72700,,,,
67064,72685,,,,
67040,72699,,,,
67044,72689,,,,
67037,72689,,,,
67048,72707,,,,
67063,72712,,,,
67057,72712,,,,
67049,72710,,,,
67050,72716,,,,
67052,72706,,,,
67062,72704,,,,
67077,72704,,,,
67071,72691,,,,
67058,72705,,,,
67074,72690,,,,
67078,72714,,,,
67069,72689,,,,
67065,72694,,,,
67057,72698,,,,
67053,72677,,,,
67031,72664,,,,
67056,72698,,,,
67056,72686,,,,
67046,72685,,,,
67062,72690,,,,
67050,72690,,,,
67058,72698,,,,
67058,72711,,,,
67050,72696,,,,
67047,72729,,,,
67048,72721,,,,
67055,72713,,,,
67047,72726,,,,
67066,72733,,,,
67071,72724,,,,
67053,72728,,,,
67063,72732,,,,
67088,72718,,,,
67103,72728,,,,
67075,72729,,,,
67085,72716,,,,
67066,72710,,,,
67076,72723,,,,
67067,72710,,,,
67066,72719,,,,
67063,72710,,,,
67065,72693,,,,
67071,72713,,,,
67056,72729,,,,
67055,72721,,,,
67054,72714,,,,
67066,72746,,,,
67051,72745,,,,
67083,72715,,,,
67071,72727,,,,
67063,72749,,,,
67068,72746,,,,
67071,72747,,,,
67072,72736,,,,
67080,72734,,,,
67085,72733,,,,
67092,72718,,,,
67086,72734,,,,
67087,72737,,,,
67086,72739,,,,
67060,72750,,,,
67088,72737,,,,
67080,72736,,,,
67069,72735,,,,
67058,72734,,,,
67079,72730,,,,
67058,72733,,,,
67081,72768,,,,
67068,72772,,,,
67086,72788,,,,
67078,72766,,,,
67096,72769,,,,
67097,72779,,,,
67103,72761,,,,
67076,72776,,,,
67080,72779,,,,
67106,72774,,,,
67094,72784,,,,
67095,72781,,,,
67099,72770,,,,
67102,72787,,,,
67117,72770,,,,
67100,72779,,,,
67098,72786,,,,
67070,72768,,,,
67059,72771,,,,
67085,72765,,,,
67093,72772,,,,
67065,72765,,,,
67086,72762,,,,
67078,72792,,,,
67068,72792,,,,
67085,72799,,,,
67093,72808,,,,
67099,72804,,,,
67093,72815,,,,
67106,72793,,,,
67104,72814,,,,
67119,72817,,,,
67118,72799,,,,
67117,72795,,,,
67125,72789,,,,
67111,72800,,,,
67112,72803,,,,
67093,72810,,,,
67105,72809,,,,
67108,72812,,,,
67108,72808,,,,
67094,72808,,,,
67109,72807,,,,
67096,72815,,,,
67109,72819,,,,
67109,72828,,,,
67105,72820,,,,
67091,72820,,,,
67087,72846,,,,
67101,72853,,,,
67128,72842,,,,
67127,72825,,,,
67119,72839,,,,
67126,72853,,,,
67122,72850,,,,
67132,72842,,,,
67132,72834,,,,
67135,72852,,,,
67130,72868,,,,
67142,72846,,,,
67126,72853,,,,
67121,72827,,,,
67120,72843,,,,
67119,72841,,,,
67113,72841,,,,
67123,72840,,,,
67135,72843,,,,
67128,72852,,,,
67125,72851,,,,
67114,72848,,,,
67107,72859,,,,
67117,72859,,,,
67105,72868,,,,
67134,72884,,,,
67141,72877,,,,
67144,72848,,,,
67133,72859,,,,
67143,72855,,,,
67151,72870,,,,
67151,72876,,,,
67136,72859,,,,
67159,72864,,,,
67136,72877,,,,
67146,72865,,,,
67133,72866,,,,
67145,72871,,,,
67119,72857,,,,
67116,72867,,,,
67137,72866,,,,
67122,72865,,,,
67125,72880,,,,
67139,72891,,,,
67131,72885,,,,
67139,72899,,,,
67122,72890,,,,
67141,72880,,,,
67134,72895,,,,
67136,72891,,,,
67152,72903,,,,
67147,72895,,,,
67158,72898,,,,
67143,72895,,,,
67156,72896,,,,
67152,72871,,,,
67122,72893,,,,
67152,72887,,,,
67134,72903,,,,
67133,72906,,,,
67150,72896,,,,
67137,72900,,,,
67143,72893,,,,
67145,72908,,,,
67145,72912,,,,
67145,72930,,,,
67128,72908,,,,
67141,72931,,,,
67141,72927,,,,
67149,72933,,,,
67135,72937,,,,
67146,72929,,,,
67164,72931,,,,
67153,72939,,,,
67168,72936,,,,
67159,72930,,,,
67170,72918,,,,
67134,72917,,,,
67142,72909,,,,
67146,72936,,,,
67154,72937,,,,
67160,72917,,,,
67146,72930,,,,
67165,72920,,,,
67151,72935,,,,
67148,72938,,,,
67164,72929,,,,
67156,72936,,,,
67156,72935,,,,
67169,72964,,,,
67156,72960,,,,
67154,72963,,,,
67157,72972,,,,
67182,72969,,,,
67169,72978,,,,
67171,72968,,,,
67183,72981,,,,
67184,72954,,,,
67168,72964,,,,
67179,72964,,,,
67170,72961,,,,
67159,72957,,,,
67155,72944,,,,
67162,72936,,,,
67169,72935,,,,
67165,72953,,,,
67149,72945,,,,
67166,72932,,,,
67165,72951,,,,
67154,72934,,,,
67133,72927,,,,
67138,72937,,,,
67138,72935,,,,
67132,72913,,,,
67137,72900,,,,
67120,72893,,,,
67124,72887,,,,
67128,72870,,,,
67136,72857,,,,
67140,72825,,,,
67114,72814,,,,
67112,72808,,,,
67107,72786,,,,
67099,72771,,,,
67088,72778,,,,
67068,72755,,,,
67072,72723,,,,
67075,72735,,,,
67072,72713,,,,
67047,72709,,,,
67060,72706,,,,
67050,72702,,,,
67051,72690,,,,
67048,72684,,,,
67050,72681,,,,
67036,72682,,,,
67044,72684,,,,
67046,72678,,,,
67051,72655,,,,
67046,72661,,,,
67044,72647,,,,
67036,72660,,,,
67059,72632,,,,
67052,72633,,,,
67051,72638,,,,
67047,72632,,,,
67047,72642,,,,
67027,72635,,,,
67019,72601,,,,
67019,72607,,,,
67022,72597,,,,
67027,72617,,,,
67025,72608,,,,
67015,72621,,,,
66994,72618,,,,
67022,72610,,,,
67008,72622,,,,
67030,72628,,,,
67019,72645,,,,
67041,72612,,,,
67034,72647,,,,
67035,72635,,,,
67029,72649,,,,
67034,72626,,,,
67050,72626,,,,
67040,72621,,,,
67044,72631,,,,
67048,72611,,,,
67036,72630,,,,
67037,72617,,,,
67031,72630,,,,
67022,72622,,,,
67026,72628,,,,
67029,72610,,,,
67021,72603,,,,
67015,72628,,,,
67022,72625,,,,
67025,72633,,,,
67029,72654,,,,
67022,72629,,,,
67010,72638,,,,
67039,72632,,,,
67036,72658,,,,
67036,72661,,,,
67033,72652,,,,
67036,72612,,,,
67045,72643,,,,
67054,72624,,,,
67034,72618,,,,
67042,72633,,,,
67041,72624,,,,
67021,72620,,,,
67018,72633,,,,
67036,72630,,,,
67037,72629,,,,
67029,72626,,,,
67029,72623,,,,
67034,72619,,,,
67031,72628,,,,
67044,72622,,,,
67042,72635,,,,
67014,72636,,,,
67017,72628,,,,
67036,72629,,,,
67047,72647,,,,
67028,72642,,,,
67019,72656,,,,
67045,72663,,,,
67028,72665,,,,
67036,72662,,,,
67032,72666,,,,
67063,72667,,,,
67049,72649,,,,
67062,72655,,,,
67051,72651,,,,
67049,72646,,,,
67043,72657,,,,
67051,72672,,,,
67041,72648,,,,
67028,72657,,,,
67023,72643,,,,
67040,72649,,,,
67046,72653,,,,
67045,72648,,,,
67035,72681,,,,
67043,72667,,,,
67055,72661,,,,
67046,72674,,,,
67032,72664,,,,
67046,72691,,,,
67039,72680,,,,
67027,72692,,,,
67043,72688,,,,
67038,72683,,,,
67065,72667,,,,
67056,72672,,,,
67052,72683,,,,
67061,72657,,,,
67051,72672,,,,
67057,72671,,,,
67049,72694,,,,
67042,72659,,,,
67039,72666,,,,
67040,72665,,,,
67044,72674,,,,
67041,72664,,,,
67040,72669,,,,
67042,72683,,,,
67049,72681,,,,
67042,72700,,,,
67026,72679,,,,
67054,72697,,,,
67036,72688,,,,
67053,72673,,,,
67055,72680,,,,
67062,72683,,,,
67046,72704,,,,
67060,72658,,,,
67076,72700,,,,
67039,72674,,,,
67072,72669,,,,
67053,72686,,,,
67055,72674,,,,
67050,72685,,,,
67049,72690,,,,
67041,72678,,,,
67053,72663,,,,
67034,72685,,,,
67041,72650,,,,
67045,72678,,,,
67035,72683,,,,
67064,72702,,,,
67051,72709,,,,
67054,72706,,,,
67056,72714,,,,
67050,72709,,,,
67066,72704,,,,
67055,72713,,,,
67053,72710,,,,
67058,72724,,,,
67068,72715,,,,
67063,72709,,,,
67072,72707,,,,
67057,72703,,,,
67047,72692,,,,
67057,72704,,,,
67067,72710,,,,
67044,72678,,,,
67056,72688,,,,
67054,72692,,,,
67063,72703,,,,
67059,72706,,,,
67054,72698,,,,
67054,72717,,,,
67039,72720,,,,
67059,72734,,,,
67039,72748,,,,
67070,72724,,,,
67077,72730,,,,
67078,72707,,,,
67082,72742,,,,
67063,72708,,,,
67087,72732,,,,
67086,72725,,,,
67100,72739,,,,
67081,72728,,,,
67070,72741,,,,
67065,72719,,,,
67065,72730,,,,
67058,72717,,,,
67073,72718,,,,
67069,72730,,,,
67079,72706,,,,
67069,72724,,,,
67065,72720,,,,
67048,72724,,,,
67075,72746,,,,
67086,72765,,,,
67067,72760,,,,
67076,72760,,,,
67079,72759,,,,
67100,72759,,,,
67101,72758,,,,
67082,72746,,,,
67085,72755,,,,
67090,72743,,,,
67094,72739,,,,
67083,72759,,,,
67091,72756,,,,
67091,72755,,,,
67078,72759,,,,
67058,72753,,,,
67068,72756,,,,
67084,72735,,,,
67081,72738,,,,
67077,72760,,,,
67087,72768,,,,
67082,72765,,,,
67076,72762,,,,
67082,72776,,,,
67088,72779,,,,
67085,72805,,,,
67103,72795,,,,
67109,72795,,,,
67099,72774,,,,
67112,72780,,,,
67092,72781,,,,
67083,72787,,,,
67082,72781,,,,
67092,72771,,,,
67091,72782,,,,
67100,72787,,,,
67097,72784,,,,
67080,72775,,,,
67080,72788,,,,
67104,72780,,,,
67112,72787,,,,
67111,72802,,,,
67088,72813,,,,
67079,72818,,,,
67097,72793,,,,
67101,72818,,,,
67090,72824,,,,
67097,72834,,,,
67103,72832,,,,
67117,72814,,,,
67101,72836,,,,
67118,72832,,,,
67102,72820,,,,
67114,72821,,,,
67124,72814,,,,
67099,72814,,,,
67088,72818,,,,
67104,72791,,,,
67102,72822,,,,
67094,72830,,,,
67104,72802,,,,
67118,72813,,,,
67108,72822,,,,
67101,72822,,,,
67072,72814,,,,
67086,72812,,,,
67094,72825,,,,
67092,72838,,,,
67102,72862,,,,
67109,72835,,,,
67116,72855,,,,
67119,72863,,,,
67109,72845,,,,
67117,72846,,,,
67136,72849,,,,
67130,72854,,,,
67147,72848,,,,
67141,72841,,,,
67108,72849,,,,
67127,72837,,,,
67120,72839,,,,
67130,72852,,,,
67111,72853,,,,
67143,72838,,,,
67120,72840,,,,
67114,72845,,,,
67117,72862,,,,
67114,72879,,,,
67121,72877,,,,
67120,72876,,,,
67124,72862,,,,
67121,72885,,,,
67129,72896,,,,
67144,72898,,,,
67126,72898,,,,
67136,72900,,,,
67156,72887,,,,
67143,72890,,,,
67140,72886,,,,
67151,72869,,,,
67153,72894,,,,
67143,72899,,,,
67141,72892,,,,
67147,72887,,,,
67136,72875,,,,
67131,72891,,,,
67132,72881,,,,
67133,72899,,,,
67132,72895,,,,
67131,72893,,,,
67135,72903,,,,
67119,72911,,,,
67144,72906,,,,
67132,72916,,,,
67137,72920,,,,
67157,72928,,,,
67141,72928,,,,
67141,72908,,,,
67150,72904,,,,
67149,72927,,,,
67144,72910,,,,
67155,72939,,,,
67166,72935,,,,
67149,72923,,,,
67155,72909,,,,
67147,72919,,,,
67137,72920,,,,
67147,72918,,,,
67165,72898,,,,
67154,72939,,,,
67139,72934,,,,
67152,72923,,,,
67134,72953,,,,
67137,72950,,,,
67150,72930,,,,
67151,72941,,,,
67157,72965,,,,
67173,72973,,,,
67148,72950,,,,
67151,72960,,,,
67161,72954,,,,
67170,72943,,,,
67178,72940,,,,
67186,72949,,,,
67192,72947,,,,
67157,72939,,,,
67153,72973,,,,
67168,72943,,,,
67171,72973,,,,
67152,72946,,,,
67155,72960,,,,
67160,72956,,,,
67164,72929,,,,
67169,72956,,,,
67160,72949,,,,
67167,72965,,,,
67182,72956,,,,
67160,72957,,,,
67170,72981,,,,
67155,72968,,,,
67167,72982,,,,
67184,72980,,,,
67159,73002,,,,
67171,72985,,,,
67167,72995,,,,
67173,72997,,,,
67160,72974,,,,
67189,72968,,,,
67176,72952,,,,
67166,72938,,,,
67178,72934,,,,
67142,72917,,,,
67131,72908,,,,
67146,72899,,,,
67135,72877,,,,
67130,72867,,,,
67129,72844,,,,
67106,72823,,,,
67103,72826,,,,
67121,72818,,,,
67114,72804,,,,
67114,72798,,,,
67078,72785,,,,
67090,72793,,,,
67077,72770,,,,
67063,72753,,,,
67064,72732,,,,
67061,72748,,,,
67056,72732,,,,
67071,72718,,,,
67059,72710,,,,
67038,72701,,,,
67059,72694,,,,
67052,72661,,,,
67064,72681,,,,
67056,72673,,,,
67053,72658,,,,
67057,72660,,,,
67035,72646,,,,
67038,72655,,,,
67051,72653,,,,
67032,72635,,,,
67036,72642,,,,
67030,72623,,,,
67023,72617,,,,
67006,72619,,,,
67016,72617,,,,
67012,72626,,,,
67030,72625,,,,
67032,72629,,,,
67016,72636,,,,
67026,72650,,,,
67036,72665,,,,
67037,72640,,,,
67036,72618,,,,
67043,72639,,,,
67039,72645,,,,
67036,72629,,,,
67044,72626,,,,
67029,72631,,,,
67047,72640,,,,
67025,72623,,,,
67028,72634,,,,
67034,72621,,,,
67034,72626,,,,
67018,72619,,,,
67037,72614,,,,
67031,72630,,,,
67019,72636,,,,
67021,72643,,,,
67019,72652,,,,
67019,72659,,,,
67037,72654,,,,
67028,72653,,,,
67046,72662,,,,
67026,72662,,,,
67052,72665,,,,
67044,72647,,,,
67037,72634,,,,
67044,72649,,,,
67059,72648,,,,
67034,72626,,,,
67042,72649,,,,
67048,72656,,,,
67034,72623,,,,
67039,72642,,,,
67056,72655,,,,
67044,72649,,,,
67025,72653,,,,
67047,72671,,,,
67013,72665,,,,
67024,72671,,,,
67034,72666,,,,
67040,72656,,,,
67041,72662,,,,
67037,72650,,,,
67031,72651,,,,
67042,72636,,,,
67050,72649,,,,
67045,72644,,,,
67057,72658,,,,
67049,72668,,,,
67060,72658,,,,
67042,72653,,,,
67026,72638,,,,
67046,72652,,,,
67051,72633,,,,
67053,72651,,,,
67064,72657,,,,
67051,72682,,,,
67047,72660,,,,
67045,72658,,,,
67047,72673,,,,
67046,72690,,,,
67041,72686,,,,
67058,72683,,,,
67056,72688,,,,
67052,72661,,,,
67050,72671,,,,
67065,72663,,,,
67073,72668,,,,
67073,72672,,,,
67086,72665,,,,
67037,72658,,,,
67044,72661,,,,
67049,72672,,,,
67044,72654,,,,
67035,72668,,,,
67054,72672,,,,
67068,72669,,,,
67041,72661,,,,
67019,72665,,,,
67043,72696,,,,
67040,72703,,,,
67042,72688,,,,
67051,72677,,,,
67030,72680,,,,
67044,72699,,,,
67040,72695,,,,
67060,72687,,,,
67070,72687,,,,
67069,72694,,,,
67059,72685,,,,
67056,72685,,,,
67068,72684,,,,
67052,72679,,,,
67069,72697,,,,
67032,72663,,,,
67044,72670,,,,
67063,72669,,,,
67055,72665,,,,
67051,72669,,,,
67036,72689,,,,
67041,72701,,,,
67042,72681,,,,
67035,72685,,,,
67046,72684,,,,
67049,72693,,,,
67048,72688,,,,
67044,72702,,,,
67067,72720,,,,
67056,72706,,,,
67058,72683,,,,
67070,72699,,,,
67046,72687,,,,
67064,72694,,,,
67060,72682,,,,
67041,72694,,,,
67055,72667,,,,
67033,72688,,,,
67063,72678,,,,
67048,72673,,,,
67053,72673,,,,
67041,72674,,,,
67059,72688,,,,
67050,72699,,,,
67041,72707,,,,
67053,72726,,,,
67035,72710,,,,
67056,72713,,,,
67049,72718,,,,
67066,72726,,,,
67069,72731,,,,
67076,72709,,,,
67053,72720,,,,
67072,72723,,,,
67092,72723,,,,
67087,72712,,,,
67082,72707,,,,
67059,72713,,,,
67071,72745,,,,
67062,72724,,,,
67071,72698,,,,
67070,72703,,,,
67053,72703,,,,
67082,72728,,,,
67054,72706,,,,
67073,72739,,,,
67072,72728,,,,
67050,72734,,,,
67064,72733,,,,
67060,72748,,,,
67058,72754,,,,
67076,72752,,,,
67069,72762,,,,
67069,72764,,,,
67097,72755,,,,
67090,72748,,,,
67092,72764,,,,
67118,72750,,,,
67094,72740,,,,
67091,72755,,,,
67068,72756,,,,
67079,72750,,,,
67055,72744,,,,
67075,72740,,,,
67069,72733,,,,
67074,72764,,,,
67083,72757,,,,
67077,72767,,,,
67068,72780,,,,
67072,72766,,,,
67071,72781,,,,
67104,72774,,,,
67080,72783,,,,
67085,72790,,,,
67084,72806,,,,
67071,72793,,,,
67083,72767,,,,
67096,72773,,,,
67096,72763,,,,
67100,72762,,,,
67095,72774,,,,
67091,72776,,,,
67106,72772,,,,
67091,72797,,,,
67092,72786,,,,
67100,72773,,,,
67103,72774,,,,
67092,72772,,,,
67083,72779,,,,
67083,72810,,,,
67079,72796,,,,
67074,72808,,,,
67088,72803,,,,
67075,72801,,,,
67103,72801,,,,
67101,72810,,,,
67091,72809,,,,
67092,72801,,,,
67110,72835,,,,
67114,72791,,,,
67093,72804,,,,
67118,72808,,,,
67103,72811,,,,
67104,72820,,,,
67104,72822,,,,
67086,72822,,,,
67096,72832,,,,
67086,72823,,,,
67100,72804,,,,
67114,72800,,,,
67107,72808,,,,
67102,72815,,,,
67120,72811,,,,
67109,72844,,,,
67105,72796,,,,
67126,72826,,,,
67107,72829,,,,
67098,72865,,,,
67095,72863,,,,
67094,72857,,,,
67102,72869,,,,
67108,72859,,,,
67098,72871,,,,
67117,72867,,,,
67124,72838,,,,
67112,72850,,,,
67150,72843,,,,
67129,72857,,,,
67139,72851,,,,
67126,72854,,,,
67134,72852,,,,
67110,72866,,,,
67108,72859,,,,
67120,72831,,,,
67117,72843,,,,
67116,72853,,,,
67107,72827,,,,
67111,72846,,,,
67097,72846,,,,
67108,72854,,,,
67120,72864,,,,
67120,72866,,,,
67112,72877,,,,
67098,72881,,,,
67102,72891,,,,
67124,72873,,,,
67112,72890,,,,
67143,72902,,,,
67133,72888,,,,
67138,72880,,,,
67144,72892,,,,
67149,72895,,,,
67145,72869,,,,
67151,72876,,,,
67130,72907,,,,
67124,72879,,,,
67139,72889,,,,
67136,72901,,,,
67134,72882,,,,
67129,72888,,,,
67138,72878,,,,
67128,72888,,,,
67132,72891,,,,
67138,72876,,,,
67137,72904,,,,
67115,72913,,,,
67109,72919,,,,
67144,72926,,,,
67140,72921,,,,
67158,72914,,,,
67146,72928,,,,
67145,72930,,,,
67153,72903,,,,
67161,72910,,,,
67165,72909,,,,
67167,72919,,,,
67150,72900,,,,
67144,72905,,,,
67167,72905,,,,
67140,72916,,,,
67148,72915,,,,
67140,72907,,,,
67135,72914,,,,
67132,72906,,,,
67135,72903,,,,
67136,72930,,,,
67139,72933,,,,
67141,72949,,,,
67138,72939,,,,
67161,72922,,,,
67159,72962,,,,
67165,72967,,,,
67160,72952,,,,
67167,72942,,,,
67167,72948,,,,
67172,72947,,,,
67152,72937,,,,
67162,72948,,,,
67166,72946,,,,
67160,72943,,,,
67159,72962,,,,
67175,72958,,,,
67167,72931,,,,
67167,72938,,,,
67166,72932,,,,
67150,72953,,,,
67147,72966,,,,
67161,72949,,,,
67134,72970,,,,
67161,72963,,,,
67151,72980,,,,
67152,72977,,,,
67153,72971,,,,
67166,72971,,,,
67158,72982,,,,
67146,72973,,,,
67164,72944,,,,
67162,72938,,,,
67171,72931,,,,
67161,72941,,,,
67166,72924,,,,
67157,72873,,,,
67137,72893,,,,
67124,72894,,,,
67136,72892,,,,
67096,72845,,,,
67116,72845,,,,
67105,72825,,,,
67095,72792,,,,
67096,72816,,,,
67103,72790,,,,
67073,72788,,,,
67087,72785,,,,
67083,72773,,,,
67061,72761,,,,
67072,72746,,,,
67069,72756,,,,
67047,72725,,,,
67031,72740,,,,
67051,72704,,,,
67075,72706,,,,
67045,72698,,,,
67051,72713,,,,
67060,72691,,,,
67047,72682,,,,
67040,72651,,,,
67065,72656,,,,
67042,72657,,,,
67025,72663,,,,
67036,72635,,,,
67033,72626,,,,
67036,72630,,,,
67022,72619,,,,
67015,72614,,,,
67041,72612,,,,
67027,72619,,,,
67044,72630,,,,
67022,72622,,,,
67002,72641,,,,
67007,72640,,,,
67027,72638,,,,
67032,72653,,,,
67041,72647,,,,
67038,72652,,,,
67059,72643,,,,
67023,72642,,,,
67043,72650,,,,
67041,72632,,,,
67047,72642,,,,
67048,72644,,,,
67041,72637,,,,
67012,72639,,,,
67028,72625,,,,
67015,72628,,,,
67023,72609,,,,
67031,72639,,,,
67037,72632,,,,
67025,72634,,,,
67045,72630,,,,
67019,72645,,,,
67024,72664,,,,
67034,72644,,,,
67021,72654,,,,
67000,72659,,,,
67033,72664,,,,
67056,72664,,,,
67034,72664,,,,
67056,72634,,,,
67046,72641,,,,
67053,72640,,,,
67038,72631,,,,
67062,72656,,,,
67045,72635,,,,
67043,72650,,,,
67047,72653,,,,
67052,72647,,,,
67035,72661,,,,
67031,72657,,,,
67022,72653,,,,
67025,72637,,,,
67036,72645,,,,
67048,72676,,,,
67040,72654,,,,
67040,72659,,,,
67040,72672,,,,
67048,72690,,,,
67042,72655,,,,
67044,72697,,,,
67037,72699,,,,
67050,72652,,,,
67070,72677,,,,
67036,72675,,,,
67055,72650,,,,
67055,72680,,,,
67076,72659,,,,
67043,72680,,,,
67047,72658,,,,
67061,72651,,,,
67050,72664,,,,
67033,72663,,,,
67035,72645,,,,
67051,72690,,,,
67039,72659,,,,
67057,72689,,,,
67047,72694,,,,
67039,72686,,,,
67038,72695,,,,
67048,72680,,,,
67034,72679,,,,
67048,72702,,,,
67043,72681,,,,
67038,72703,,,,
67054,72674,,,,
67059,72695,,,,
67050,72686,,,,
67058,72677,,,,
67057,72684,,,,
67027,72703,,,,
67056,72684,,,,
67054,72678,,,,
67042,72670,,,,
67043,72685,,,,
67041,72688,,,,
67057,72690,,,,
67069,72693,,,,
67047,72694,,,,
67030,72682,,,,
67057,72693,,,,
67036,72693,,,,
67063,72703,,,,
67055,72692,,,,
67061,72705,,,,
67045,72697,,,,
67054,72701,,,,
67065,72694,,,,
67073,72706,,,,
67067,72687,,,,
67060,72700,,,,
67083,72690,,,,
67062,72688,,,,
67058,72689,,,,
67053,72688,,,,
67048,72678,,,,
67050,72684,,,,
67058,72665,,,,
67052,72694,,,,
67043,72691,,,,
67053,72683,,,,
67034,72688,,,,
67051,72693,,,,
67034,72693,,,,
67042,72692,,,,
67045,72710,,,,
67061,72704,,,,
67049,72703,,,,
67060,72703,,,,
67075,72698,,,,
67065,72692,,,,
67085,72699,,,,
67049,72697,,,,
67067,72695,,,,
67046,72695,,,,
67057,72697,,,,
67037,72703,,,,
67059,72691,,,,
67064,72701,,,,
67066,72705,,,,
67058,72696,,,,
67057,72701,,,,
67066,72689,,,,
67051,72719,,,,
67059,72717,,,,
67052,72715,,,,
67063,72723,,,,
67036,72734,,,,
67057,72746,,,,
67064,72763,,,,
67071,72735,,,,
67077,72709,,,,
67065,72721,,,,
67086,72724,,,,
67082,72748,,,,
67090,72747,,,,
67093,72721,,,,
67079,72735,,,,
67049,72716,,,,
67068,72708,,,,
67057,72729,,,,
67073,72726,,,,
67074,72728,,,,
67070,72718,,,,
67056,72751,,,,
67070,72755,,,,
67063,72751,,,,
67085,72747,,,,
67073,72761,,,,
67079,72767,,,,
67075,72771,,,,
67068,72770,,,,
67079,72765,,,,
67090,72770,,,,
67079,72761,,,,
67085,72749,,,,
67092,72763,,,,
67082,72755,,,,
67068,72769,,,,
67088,72770,,,,
67087,72763,,,,
67102,72784,,,,
67078,72772,,,,
67085,72772,,,,
67080,72737,,,,
67079,72768,,,,
67072,72778,,,,
67072,72771,,,,
67087,72785,,,,
67068,72777,,,,
67084,72780,,,,
67069,72812,,,,
67052,72781,,,,
67093,72786,,,,
67112,72799,,,,
67103,72816,,,,
67093,72793,,,,
67104,72794,,,,
67112,72787,,,,
67111,72784,,,,
67089,72786,,,,
67075,72791,,,,
67111,72795,,,,
67102,72775,,,,
67087,72774,,,,
67089,72775,,,,
67076,72809,,,,
67096,72787,,,,
67090,72799,,,,
67105,72807,,,,
67096,72805,,,,
67096,72821,,,,
67078,72828,,,,
67099,72822,,,,
67100,72836,,,,
67105,72848,,,,
67121,72844,,,,
67099,72840,,,,
67106,72827,,,,
67117,72834,,,,
67109,72812,,,,
67112,72848,,,,
67120,72829,,,,
67127,72837,,,,
67089,72827,,,,
67104,72833,,,,
67109,72825,,,,
67109,72829,,,,
67105,72835,,,,
67115,72827,,,,
67105,72844,,,,
67102,72850,,,,
67090,72822,,,,
67102,72846,,,,
67120,72858,,,,
67103,72854,,,,
67110,72873,,,,
67118,72860,,,,
67118,72870,,,,
67114,72861,,,,
67140,72835,,,,
67115,72861,,,,
67129,72858,,,,
67119,72858,,,,
67141,72865,,,,
67118,72875,,,,
67131,72859,,,,
67106,72870,,,,
67128,72856,,,,
67130,72869,,,,
67120,72845,,,,
67120,72866,,,,
67108,72855,,,,
67120,72879,,,,
67101,72869,,,,
67121,72865,,,,
67121,72886,,,,
67124,72887,,,,
67106,72878,,,,
67116,72897,,,,
67125,72894,,,,
67117,72907,,,,
67142,72929,,,,
67124,72910,,,,
67135,72909,,,,
67142,72928,,,,
67133,72906,,,,
67147,72913,,,,
67148,72925,,,,
67156,72910,,,,
67139,72893,,,,
67152,72923,,,,
67137,72886,,,,
67126,72904,,,,
67142,72903,,,,
67128,72889,,,,
67143,72887,,,,
67152,72904,,,,
67131,72918,,,,
67139,72899,,,,
67135,72933,,,,
67126,72924,,,,
67129,72941,,,,
67118,72938,,,,
67134,72946,,,,
67150,72926,,,,
67150,72943,,,,
67128,72966,,,,
67174,72945,,,,
67156,72928,,,,
67163,72924,,,,
67173,72931,,,,
67153,72908,,,,
67158,72911,,,,
67141,72957,,,,
67146,72942,,,,
67147,72961,,,,
67156,72947,,,,
67135,72958,,,,
67155,72923,,,,
67119,72931,,,,
67141,72942,,,,
67149,72957,,,,
67148,72949,,,,
67178,72973,,,,
67158,72980,,,,
67155,72953,,,,
67165,72982,,,,
67158,72969,,,,
67177,72960,,,,
67156,72949,,,,
67161,72972,,,,
67161,72943,,,,
67167,72965,,,,
67172,72961,,,,
67176,72957,,,,
67160,72973,,,,
67151,72965,,,,
67163,72967,,,,
67154,72952,,,,
67166,72969,,,,
67167,72967,,,,
67145,72953,,,,
67156,72957,,,,
67132,72955,,,,
67141,72937,,,,
67136,72956,,,,
67140,72947,,,,
67136,72943,,,,
67142,72919,,,,
67139,72913,,,,
67136,72906,,,,
67131,72888,,,,
67133,72875,,,,
67118,72850,,,,
67129,72855,,,,
67131,72820,,,,
67099,72818,,,,
67085,72803,,,,
67082,72812,,,,
67066,72793,,,,
67075,72766,,,,
67068,72757,,,,
67084,72742,,,,
67066,72742,,,,
67050,72731,,,,
67049,72729,,,,
67043,72706,,,,
67043,72737,,,,
67073,72720,,,,
67046,72703,,,,
67040,72696,,,,
67048,72698,,,,
67042,72686,,,,
67024,72658,,,,
67051,72660,,,,
67054,72640,,,,
67058,72652,,,,
67038,72629,,,,
67006,72647,,,,
67018,72607,,,,
67020,72621,,,,
67028,72637,,,,
67044,72618,,,,
67037,72630,,,,
67007,72629,,,,
67011,72621,,,,
67016,72624,,,,
67029,72633,,,,
67012,72630,,,,
67015,72649,,,,
67023,72641,,,,
67038,72647,,,,
67032,72652,,,,
67036,72642,,,,
67036,72629,,,,
67029,72629,,,,
67035,72619,,,,
67028,72635,,,,
67042,72627,,,,
67046,72621,,,,
